date,discount_coupon_code,usage_count,total_discount_given,gross_revenue,avg_order_value,net_revenue,discount_percentage
2025-05-02,RING20,9,845.95,4229.74,469.97,3383.79,20.0
2025-05-03,RING20,9,739.96,3699.76,411.08,2959.8,20.0
2025-05-03,NO_COUPON,7,0.0,2849.8,407.11,2849.8,0.0
2025-05-03,HOLIDAY10,4,217.0,2169.88,542.47,1952.88,10.0
2025-05-04,NO_COUPON,9,0.0,4969.7,552.19,4969.7,0.0
2025-05-04,HOLIDAY10,7,206.0,2059.83,294.26,1853.83,10.0
2025-05-04,RING20,6,555.98,2779.83,463.3,2223.85,20.0
2025-05-05,RING20,15,1531.91,7659.55,510.64,6127.64,20.0
2025-05-05,NO_COUPON,11,0.0,4419.74,401.79,4419.74,0.0
2025-05-05,HOLIDAY10,7,380.0,3799.78,542.83,3419.78,10.0
2025-05-06,RING20,12,1467.92,7339.61,611.63,5871.69,20.0
2025-05-06,NO_COUPON,10,0.0,5139.66,513.97,5139.66,0.0
2025-05-06,HOLIDAY10,9,539.99,5399.71,599.97,4859.72,10.0
2025-05-07,NO_COUPON,12,0.0,5719.62,476.64,5719.62,0.0
2025-05-07,RING20,10,1047.94,5239.7,523.97,4191.76,20.0
2025-05-07,HOLIDAY10,6,321.99,3219.8,536.63,2897.81,10.0
2025-05-08,RING20,13,1299.91,6499.58,499.97,5199.67,20.0
2025-05-08,HOLIDAY10,6,231.0,2309.85,384.98,2078.85,10.0
2025-05-08,NO_COUPON,3,0.0,1129.92,376.64,1129.92,0.0
2025-05-09,NO_COUPON,9,0.0,5069.69,563.3,5069.69,0.0
2025-05-09,HOLIDAY10,8,298.0,2979.84,372.48,2681.84,10.0
2025-05-09,RING20,6,647.96,3239.81,539.97,2591.85,20.0
2025-05-10,RING20,14,1377.93,6889.61,492.12,5511.68,20.0
2025-05-10,HOLIDAY10,12,433.0,4329.73,360.81,3896.73,10.0
2025-05-10,NO_COUPON,6,0.0,2259.84,376.64,2259.84,0.0
2025-05-11,NO_COUPON,16,0.0,6349.59,396.85,6349.59,0.0
2025-05-11,RING20,12,1131.94,5659.68,471.64,4527.74,20.0
2025-05-11,HOLIDAY10,11,591.0,5909.65,537.24,5318.65,10.0
2025-05-12,NO_COUPON,9,0.0,5489.67,609.96,5489.67,0.0
2025-05-12,HOLIDAY10,7,292.0,2919.82,417.12,2627.82,10.0
2025-05-12,RING20,6,457.98,2289.86,381.64,1831.88,20.0
2025-05-13,RING20,11,635.98,3179.77,289.07,2543.79,20.0
2025-05-13,HOLIDAY10,7,342.99,3429.81,489.97,3086.82,10.0
2025-05-13,NO_COUPON,7,0.0,3429.81,489.97,3429.81,0.0
2025-05-14,HOLIDAY10,8,535.99,5359.68,669.96,4823.69,10.0
2025-05-14,RING20,8,765.95,3829.75,478.72,3063.8,20.0
2025-05-14,NO_COUPON,7,0.0,2349.85,335.69,2349.85,0.0
2025-05-15,RING20,14,1501.93,7509.6,536.4,6007.67,20.0
2025-05-15,NO_COUPON,13,0.0,7239.57,556.89,7239.57,0.0
2025-05-15,HOLIDAY10,12,467.99,4679.66,389.97,4211.67,10.0
2025-05-16,HOLIDAY10,14,681.0,6809.59,486.4,6128.59,10.0
2025-05-16,RING20,12,1033.92,5169.68,430.81,4135.76,20.0
2025-05-16,NO_COUPON,8,0.0,4419.74,552.47,4419.74,0.0
2025-05-17,HOLIDAY10,17,931.99,9319.47,548.2,8387.48,10.0
2025-05-17,RING20,17,1905.88,9529.46,560.56,7623.58,20.0
2025-05-17,NO_COUPON,8,0.0,4299.76,537.47,4299.76,0.0
2025-05-18,HOLIDAY10,10,374.0,3739.76,373.98,3365.76,10.0
2025-05-18,RING20,9,1281.94,6409.65,712.18,5127.71,20.0
2025-05-18,NO_COUPON,4,0.0,2619.85,654.96,2619.85,0.0
2025-05-19,RING20,14,1193.93,5969.6,426.4,4775.67,20.0
2025-05-19,HOLIDAY10,7,295.0,2949.82,421.4,2654.82,10.0
2025-05-19,NO_COUPON,7,0.0,3759.78,537.11,3759.78,0.0
2025-05-20,RING20,10,671.97,3359.79,335.98,2687.82,20.0
2025-05-20,HOLIDAY10,8,419.99,4199.77,524.97,3779.78,10.0
2025-05-20,NO_COUPON,7,0.0,4129.8,589.97,4129.8,0.0
2025-05-21,NO_COUPON,11,0.0,4269.74,388.16,4269.74,0.0
2025-05-21,RING20,8,927.95,4639.76,579.97,3711.81,20.0
2025-05-21,HOLIDAY10,6,383.99,3839.78,639.96,3455.79,10.0
2025-05-22,RING20,10,929.94,4649.69,464.97,3719.75,20.0
2025-05-22,NO_COUPON,8,0.0,4269.74,533.72,4269.74,0.0
2025-05-22,HOLIDAY10,7,429.0,4289.73,612.82,3860.73,10.0
2025-05-23,RING20,14,1121.96,5609.7,400.69,4487.74,20.0
2025-05-23,HOLIDAY10,11,492.0,4919.72,447.25,4427.72,10.0
2025-05-23,NO_COUPON,10,0.0,4959.72,495.97,4959.72,0.0
2025-05-24,NO_COUPON,13,0.0,6509.64,500.74,6509.64,0.0
2025-05-24,HOLIDAY10,10,571.0,5709.66,570.97,5138.66,10.0
2025-05-24,RING20,10,983.93,4919.69,491.97,3935.76,20.0
2025-05-25,HOLIDAY10,10,396.0,3959.71,395.97,3563.71,10.0
2025-05-25,RING20,9,753.95,3769.76,418.86,3015.81,20.0
2025-05-25,NO_COUPON,8,0.0,4119.74,514.97,4119.74,0.0
2025-05-26,HOLIDAY10,16,707.99,7079.54,442.47,6371.55,10.0
2025-05-26,NO_COUPON,11,0.0,4949.74,449.98,4949.74,0.0
2025-05-26,RING20,10,901.95,4509.72,450.97,3607.77,20.0
2025-05-27,NO_COUPON,15,0.0,8979.52,598.63,8979.52,0.0
2025-05-27,HOLIDAY10,11,695.99,6959.61,632.69,6263.62,10.0
2025-05-27,RING20,10,933.95,4669.7,466.97,3735.75,20.0
2025-05-28,NO_COUPON,14,0.0,6569.63,469.26,6569.63,0.0
2025-05-28,RING20,10,949.94,4749.73,474.97,3799.79,20.0
2025-05-28,HOLIDAY10,4,227.0,2269.87,567.47,2042.87,10.0
2025-05-29,HOLIDAY10,11,531.0,5309.65,482.7,4778.65,10.0
2025-05-29,NO_COUPON,11,0.0,4699.7,427.25,4699.7,0.0
2025-05-29,RING20,10,883.95,4419.74,441.97,3535.79,20.0
2025-05-30,HOLIDAY10,14,932.98,9329.5,666.39,8396.52,10.0
2025-05-30,NO_COUPON,14,0.0,7079.57,505.68,7079.57,0.0
2025-05-30,RING20,7,663.97,3319.84,474.26,2655.87,20.0
2025-05-31,NO_COUPON,13,0.0,5989.65,460.74,5989.65,0.0
2025-05-31,HOLIDAY10,9,525.0,5249.71,583.3,4724.71,10.0
2025-05-31,RING20,6,557.97,2789.81,464.97,2231.84,20.0
2025-06-01,HOLIDAY10,10,641.98,6419.61,641.96,5777.63,10.0
2025-06-01,NO_COUPON,10,0.0,4619.74,461.97,4619.74,0.0
2025-06-01,RING20,7,777.95,3889.74,555.68,3111.79,20.0
2025-06-02,HOLIDAY10,14,734.0,7339.59,524.26,6605.59,10.0
2025-06-02,RING20,14,1347.92,6739.59,481.4,5391.67,20.0
2025-06-02,NO_COUPON,10,0.0,4949.71,494.97,4949.71,0.0
2025-06-03,RING20,15,1789.91,8949.55,596.64,7159.64,20.0
2025-06-03,HOLIDAY10,9,597.99,5979.67,664.41,5381.68,10.0
2025-06-03,NO_COUPON,7,0.0,2339.84,334.26,2339.84,0.0
2025-06-04,HOLIDAY10,9,461.0,4609.71,512.19,4148.71,10.0
2025-06-04,NO_COUPON,8,0.0,4479.75,559.97,4479.75,0.0
2025-06-04,RING20,7,851.94,4259.76,608.54,3407.82,20.0
2025-06-05,RING20,17,2059.89,10299.42,605.85,8239.53,20.0
2025-06-05,HOLIDAY10,16,694.0,6939.55,433.72,6245.55,10.0
2025-06-05,NO_COUPON,10,0.0,4379.74,437.97,4379.74,0.0
2025-06-06,RING20,16,1531.9,7659.52,478.72,6127.62,20.0
2025-06-06,HOLIDAY10,10,502.0,5019.73,501.97,4517.73,10.0
2025-06-06,NO_COUPON,8,0.0,4299.79,537.47,4299.79,0.0
2025-06-07,RING20,15,1695.91,8479.52,565.3,6783.61,20.0
2025-06-07,HOLIDAY10,13,392.0,3919.73,301.52,3527.73,10.0
2025-06-07,NO_COUPON,11,0.0,3989.75,362.7,3989.75,0.0
2025-06-08,NO_COUPON,12,0.0,5449.64,454.14,5449.64,0.0
2025-06-08,RING20,9,1021.95,5109.72,567.75,4087.77,20.0
2025-06-08,HOLIDAY10,8,321.0,3209.76,401.22,2888.76,10.0
2025-06-09,HOLIDAY10,8,377.0,3769.76,471.22,3392.76,10.0
2025-06-09,RING20,8,909.95,4549.75,568.72,3639.8,20.0
2025-06-09,NO_COUPON,6,0.0,3689.78,614.96,3689.78,0.0
2025-06-10,HOLIDAY10,13,586.0,5859.61,450.74,5273.61,10.0
2025-06-10,NO_COUPON,11,0.0,4269.74,388.16,4269.74,0.0
2025-06-10,RING20,10,919.96,4599.73,459.97,3679.77,20.0
2025-06-11,NO_COUPON,15,0.0,7599.56,506.64,7599.56,0.0
2025-06-11,HOLIDAY10,12,560.0,5599.64,466.64,5039.64,10.0
2025-06-11,RING20,7,455.99,2279.85,325.69,1823.86,20.0
2025-06-12,HOLIDAY10,13,644.0,6439.59,495.35,5795.59,10.0
2025-06-12,RING20,12,1223.93,6119.64,509.97,4895.71,20.0
2025-06-12,NO_COUPON,8,0.0,4569.71,571.21,4569.71,0.0
2025-06-13,NO_COUPON,15,0.0,8049.5,536.63,8049.5,0.0
2025-06-13,RING20,15,1553.89,7769.52,517.97,6215.63,20.0
2025-06-13,HOLIDAY10,9,330.99,3309.78,367.75,2978.79,10.0
2025-06-14,NO_COUPON,11,0.0,6119.61,556.33,6119.61,0.0
2025-06-14,HOLIDAY10,8,586.99,5869.67,733.71,5282.68,10.0
2025-06-14,RING20,8,787.96,3939.77,492.47,3151.81,20.0
2025-06-15,RING20,13,1153.95,5769.68,443.82,4615.73,20.0
2025-06-15,HOLIDAY10,12,587.0,5869.67,489.14,5282.67,10.0
2025-06-15,NO_COUPON,6,0.0,3199.81,533.3,3199.81,0.0
2025-06-16,HOLIDAY10,12,807.99,8079.6,673.3,7271.61,10.0
2025-06-16,RING20,10,749.97,3749.77,374.98,2999.8,20.0
2025-06-16,NO_COUPON,8,0.0,5139.74,642.47,5139.74,0.0
2025-06-17,NO_COUPON,13,0.0,6079.63,467.66,6079.63,0.0
2025-06-17,HOLIDAY10,9,297.0,2969.78,329.98,2672.78,10.0
2025-06-17,RING20,9,1007.95,5039.7,559.97,4031.75,20.0
2025-06-18,HOLIDAY10,13,614.99,6149.63,473.05,5534.64,10.0
2025-06-18,RING20,9,911.96,4559.76,506.64,3647.8,20.0
2025-06-18,NO_COUPON,6,0.0,2789.81,464.97,2789.81,0.0
2025-06-19,RING20,10,901.94,4509.7,450.97,3607.76,20.0
2025-06-19,HOLIDAY10,8,538.0,5379.72,672.46,4841.72,10.0
2025-06-19,NO_COUPON,6,0.0,3569.8,594.97,3569.8,0.0
2025-06-20,NO_COUPON,13,0.0,6529.66,502.28,6529.66,0.0
2025-06-20,HOLIDAY10,8,375.0,3749.75,468.72,3374.75,10.0
2025-06-20,RING20,8,793.95,3969.74,496.22,3175.79,20.0
2025-06-21,HOLIDAY10,19,977.0,9769.42,514.18,8792.42,10.0
2025-06-21,NO_COUPON,9,0.0,3179.74,353.3,3179.74,0.0
2025-06-21,RING20,9,899.95,4499.74,499.97,3599.79,20.0
2025-06-22,RING20,12,939.95,4699.7,391.64,3759.75,20.0
2025-06-22,NO_COUPON,8,0.0,4259.76,532.47,4259.76,0.0
2025-06-22,HOLIDAY10,7,218.0,2179.81,311.4,1961.81,10.0
2025-06-23,NO_COUPON,13,0.0,7219.54,555.35,7219.54,0.0
2025-06-23,RING20,10,1237.92,6189.66,618.97,4951.74,20.0
2025-06-23,HOLIDAY10,7,354.0,3539.76,505.68,3185.76,10.0
2025-06-24,NO_COUPON,13,0.0,6699.59,515.35,6699.59,0.0
2025-06-24,HOLIDAY10,8,341.0,3409.8,426.22,3068.8,10.0
2025-06-24,RING20,6,567.97,2839.82,473.3,2271.85,20.0
2025-06-25,RING20,14,1409.92,7049.62,503.54,5639.7,20.0
2025-06-25,NO_COUPON,12,0.0,5139.61,428.3,5139.61,0.0
2025-06-25,HOLIDAY10,7,389.0,3889.79,555.68,3500.79,10.0
2025-06-26,HOLIDAY10,11,559.0,5589.69,508.15,5030.69,10.0
2025-06-26,RING20,9,841.95,4209.75,467.75,3367.8,20.0
2025-06-26,NO_COUPON,7,0.0,3499.81,499.97,3499.81,0.0
2025-06-27,RING20,15,1625.89,8129.51,541.97,6503.62,20.0
2025-06-27,HOLIDAY10,12,408.0,4079.64,339.97,3671.64,10.0
2025-06-27,NO_COUPON,12,0.0,5909.62,492.47,5909.62,0.0
2025-06-28,NO_COUPON,12,0.0,6689.56,557.46,6689.56,0.0
2025-06-28,RING20,12,1131.92,5659.6,471.63,4527.68,20.0
2025-06-28,HOLIDAY10,10,425.0,4249.72,424.97,3824.72,10.0
2025-06-29,HOLIDAY10,10,462.99,4629.7,462.97,4166.71,10.0
2025-06-29,NO_COUPON,6,0.0,2949.82,491.64,2949.82,0.0
2025-06-29,RING20,2,93.99,469.96,234.98,375.97,20.0
2025-06-30,HOLIDAY10,10,513.99,5139.66,513.97,4625.67,10.0
2025-06-30,NO_COUPON,8,0.0,2699.83,337.48,2699.83,0.0
2025-06-30,RING20,5,375.98,1879.89,375.98,1503.91,20.0
2025-07-01,NO_COUPON,14,0.0,6309.63,450.69,6309.63,0.0
2025-07-01,HOLIDAY10,12,616.0,6159.66,513.3,5543.66,10.0
2025-07-01,RING20,12,1245.93,6229.63,519.14,4983.7,20.0
2025-07-02,HOLIDAY10,8,345.0,3449.8,431.22,3104.8,10.0
2025-07-02,NO_COUPON,7,0.0,3569.78,509.97,3569.78,0.0
2025-07-02,RING20,6,545.97,2729.85,454.98,2183.88,20.0
2025-07-03,HOLIDAY10,15,526.0,5259.62,350.64,4733.62,10.0
2025-07-03,RING20,9,921.92,4609.69,512.19,3687.77,20.0
2025-07-03,NO_COUPON,7,0.0,3949.77,564.25,3949.77,0.0
2025-07-04,HOLIDAY10,14,734.0,7339.56,524.25,6605.56,10.0
2025-07-04,RING20,14,1369.91,6849.54,489.25,5479.63,20.0
2025-07-04,NO_COUPON,9,0.0,4229.79,469.98,4229.79,0.0
2025-07-05,HOLIDAY10,11,576.0,5759.67,523.61,5183.67,10.0
2025-07-05,NO_COUPON,8,0.0,6019.64,752.46,6019.64,0.0
2025-07-05,RING20,6,577.97,2889.83,481.64,2311.86,20.0
2025-07-06,RING20,14,1431.9,7159.59,511.4,5727.69,20.0
2025-07-06,HOLIDAY10,8,370.0,3699.79,462.47,3329.79,10.0
2025-07-06,NO_COUPON,7,0.0,4239.72,605.67,4239.72,0.0
2025-07-07,RING20,12,1091.93,5459.62,454.97,4367.69,20.0
2025-07-07,NO_COUPON,11,0.0,6059.62,550.87,6059.62,0.0
2025-07-07,HOLIDAY10,10,504.98,5049.7,504.97,4544.72,10.0
2025-07-08,RING20,12,1227.93,6139.62,511.64,4911.69,20.0
2025-07-08,HOLIDAY10,9,541.99,5419.72,602.19,4877.73,10.0
2025-07-08,NO_COUPON,7,0.0,2359.83,337.12,2359.83,0.0
2025-07-09,HOLIDAY10,9,394.0,3939.77,437.75,3545.77,10.0
2025-07-09,NO_COUPON,9,0.0,4909.71,545.52,4909.71,0.0
2025-07-09,RING20,9,731.97,3659.76,406.64,2927.79,20.0
2025-07-10,HOLIDAY10,13,762.0,7619.57,586.12,6857.57,10.0
2025-07-10,NO_COUPON,11,0.0,7309.59,664.51,7309.59,0.0
2025-07-10,RING20,9,1025.94,5129.68,569.96,4103.74,20.0
2025-07-11,NO_COUPON,13,0.0,5879.65,452.28,5879.65,0.0
2025-07-11,HOLIDAY10,8,302.0,3019.84,377.48,2717.84,10.0
2025-07-11,RING20,8,967.95,4839.77,604.97,3871.82,20.0
2025-07-12,NO_COUPON,12,0.0,5989.65,499.14,5989.65,0.0
2025-07-12,HOLIDAY10,8,446.99,4469.75,558.72,4022.76,10.0
2025-07-12,RING20,7,947.94,4739.72,677.1,3791.78,20.0
2025-07-13,RING20,14,1603.89,8019.51,572.82,6415.62,20.0
2025-07-13,HOLIDAY10,9,328.0,3279.79,364.42,2951.79,10.0
2025-07-13,NO_COUPON,4,0.0,2749.84,687.46,2749.84,0.0
2025-07-14,HOLIDAY10,14,715.0,7149.56,510.68,6434.56,10.0
2025-07-14,NO_COUPON,10,0.0,5299.69,529.97,5299.69,0.0
2025-07-14,RING20,10,1035.93,5179.64,517.96,4143.71,20.0
2025-07-15,HOLIDAY10,16,735.0,7349.57,459.35,6614.57,10.0
2025-07-15,RING20,13,1297.92,6489.61,499.2,5191.69,20.0
2025-07-15,NO_COUPON,10,0.0,4849.67,484.97,4849.67,0.0
2025-07-16,RING20,13,1257.92,6289.62,483.82,5031.7,20.0
2025-07-16,NO_COUPON,10,0.0,5669.63,566.96,5669.63,0.0
2025-07-16,HOLIDAY10,9,477.99,4779.7,531.08,4301.71,10.0
2025-07-17,RING20,14,1635.88,8179.49,584.25,6543.61,20.0
2025-07-17,HOLIDAY10,13,458.0,4579.67,352.28,4121.67,10.0
2025-07-17,NO_COUPON,6,0.0,4179.73,696.62,4179.73,0.0
2025-07-18,NO_COUPON,15,0.0,8509.49,567.3,8509.49,0.0
2025-07-18,HOLIDAY10,12,556.99,5569.64,464.14,5012.65,10.0
2025-07-18,RING20,8,801.97,4009.77,501.22,3207.8,20.0
2025-07-19,NO_COUPON,15,0.0,6519.57,434.64,6519.57,0.0
2025-07-19,HOLIDAY10,10,510.99,5109.72,510.97,4598.73,10.0
2025-07-19,RING20,6,357.99,1789.88,298.31,1431.89,20.0
2025-07-20,RING20,13,1357.93,6789.62,522.28,5431.69,20.0
2025-07-20,HOLIDAY10,12,580.99,5809.66,484.14,5228.67,10.0
2025-07-20,NO_COUPON,6,0.0,1929.85,321.64,1929.85,0.0
2025-07-21,HOLIDAY10,16,841.0,8409.49,525.59,7568.49,10.0
2025-07-21,RING20,11,909.94,4549.67,413.61,3639.73,20.0
2025-07-21,NO_COUPON,4,0.0,2279.88,569.97,2279.88,0.0
2025-07-22,RING20,12,1293.92,6469.64,539.14,5175.72,20.0
2025-07-22,NO_COUPON,10,0.0,3759.75,375.98,3759.75,0.0
2025-07-22,HOLIDAY10,9,391.0,3909.75,434.42,3518.75,10.0
2025-07-23,HOLIDAY10,14,522.0,5219.64,372.83,4697.64,10.0
2025-07-23,NO_COUPON,8,0.0,4329.7,541.21,4329.7,0.0
2025-07-23,RING20,6,491.98,2459.87,409.98,1967.89,20.0
2025-07-24,HOLIDAY10,13,650.0,6499.66,499.97,5849.66,10.0
2025-07-24,NO_COUPON,10,0.0,3659.78,365.98,3659.78,0.0
2025-07-24,RING20,8,855.93,4279.72,534.96,3423.79,20.0
2025-07-25,RING20,13,1387.91,6939.55,533.81,5551.64,20.0
2025-07-25,NO_COUPON,11,0.0,4419.71,401.79,4419.71,0.0
2025-07-25,HOLIDAY10,7,439.99,4399.75,628.54,3959.76,10.0
2025-07-26,HOLIDAY10,13,697.99,6979.58,536.89,6281.59,10.0
2025-07-26,NO_COUPON,13,0.0,7399.58,569.2,7399.58,0.0
2025-07-26,RING20,11,1127.94,5639.67,512.7,4511.73,20.0
2025-07-27,RING20,13,1505.92,7529.59,579.2,6023.67,20.0
2025-07-27,HOLIDAY10,7,313.0,3129.81,447.12,2816.81,10.0
2025-07-27,NO_COUPON,7,0.0,3839.81,548.54,3839.81,0.0
2025-07-28,HOLIDAY10,17,854.0,8539.48,502.32,7685.48,10.0
2025-07-28,NO_COUPON,11,0.0,4409.73,400.88,4409.73,0.0
2025-07-28,RING20,10,1165.93,5829.64,582.96,4663.71,20.0
2025-07-29,RING20,11,1109.92,5549.61,504.51,4439.69,20.0
2025-07-29,HOLIDAY10,7,398.0,3979.75,568.54,3581.75,10.0
2025-07-29,NO_COUPON,4,0.0,1969.87,492.47,1969.87,0.0
2025-07-30,HOLIDAY10,16,666.0,6659.62,416.23,5993.62,10.0
2025-07-30,NO_COUPON,9,0.0,3379.78,375.53,3379.78,0.0
2025-07-30,RING20,9,785.96,3929.74,436.64,3143.78,20.0
2025-07-31,NO_COUPON,16,0.0,6579.59,411.22,6579.59,0.0
2025-07-31,HOLIDAY10,12,524.0,5239.68,436.64,4715.68,10.0
2025-07-31,RING20,11,921.95,4609.69,419.06,3687.74,20.0
2025-08-01,RING20,12,1063.92,5319.63,443.3,4255.71,20.0
2025-08-01,NO_COUPON,11,0.0,5029.69,457.24,5029.69,0.0
2025-08-01,HOLIDAY10,10,369.0,3689.76,368.98,3320.76,10.0
2025-08-02,NO_COUPON,12,0.0,6709.62,559.14,6709.62,0.0
2025-08-02,RING20,9,811.96,4059.75,451.08,3247.79,20.0
2025-08-02,HOLIDAY10,8,373.99,3739.79,467.47,3365.8,10.0
2025-08-03,NO_COUPON,12,0.0,6459.61,538.3,6459.61,0.0
2025-08-03,HOLIDAY10,11,402.0,4019.72,365.43,3617.72,10.0
2025-08-03,RING20,11,1243.93,6219.62,565.42,4975.69,20.0
2025-08-04,HOLIDAY10,15,942.99,9429.47,628.63,8486.48,10.0
2025-08-04,RING20,15,1535.92,7679.51,511.97,6143.59,20.0
2025-08-04,NO_COUPON,14,0.0,6469.64,462.12,6469.64,0.0
2025-08-05,HOLIDAY10,10,420.0,4199.74,419.97,3779.74,10.0
2025-08-05,NO_COUPON,9,0.0,5009.67,556.63,5009.67,0.0
2025-08-05,RING20,9,581.96,2909.77,323.31,2327.81,20.0
2025-08-06,HOLIDAY10,17,805.0,8049.51,473.5,7244.51,10.0
2025-08-06,NO_COUPON,7,0.0,2149.81,307.12,2149.81,0.0
2025-08-06,RING20,6,653.97,3269.83,544.97,2615.86,20.0
2025-08-07,NO_COUPON,9,0.0,4289.75,476.64,4289.75,0.0
2025-08-07,HOLIDAY10,8,343.0,3429.81,428.73,3086.81,10.0
2025-08-07,RING20,8,817.95,4089.77,511.22,3271.82,20.0
2025-08-08,NO_COUPON,11,0.0,6659.64,605.42,6659.64,0.0
2025-08-08,HOLIDAY10,9,377.99,3779.77,419.97,3401.78,10.0
2025-08-08,RING20,8,965.93,4829.66,603.71,3863.73,20.0
2025-08-09,NO_COUPON,13,0.0,6639.63,510.74,6639.63,0.0
2025-08-09,HOLIDAY10,10,722.99,7229.64,722.96,6506.65,10.0
2025-08-09,RING20,9,929.95,4649.74,516.64,3719.79,20.0
2025-08-10,RING20,10,1173.93,5869.65,586.96,4695.72,20.0
2025-08-10,HOLIDAY10,9,384.0,3839.73,426.64,3455.73,10.0
2025-08-10,NO_COUPON,9,0.0,4929.7,547.74,4929.7,0.0
2025-08-11,HOLIDAY10,11,554.98,5549.66,504.51,4994.68,10.0
2025-08-11,NO_COUPON,9,0.0,3459.78,384.42,3459.78,0.0
2025-08-11,RING20,9,783.96,3919.73,435.53,3135.77,20.0
2025-08-12,HOLIDAY10,9,533.0,5329.74,592.19,4796.74,10.0
2025-08-12,NO_COUPON,9,0.0,5579.65,619.96,5579.65,0.0
2025-08-12,RING20,8,677.95,3389.76,423.72,2711.81,20.0
2025-08-13,NO_COUPON,15,0.0,5299.64,353.31,5299.64,0.0
2025-08-13,HOLIDAY10,13,791.99,7919.55,609.2,7127.56,10.0
2025-08-13,RING20,9,1049.94,5249.71,583.3,4199.77,20.0
2025-08-14,NO_COUPON,11,0.0,5279.66,479.97,5279.66,0.0
2025-08-14,RING20,9,999.94,4999.72,555.52,3999.78,20.0
2025-08-14,HOLIDAY10,8,458.0,4579.72,572.46,4121.72,10.0
2025-08-15,HOLIDAY10,17,884.0,8839.48,519.97,7955.48,10.0
2025-08-15,RING20,8,605.97,3029.8,378.72,2423.83,20.0
2025-08-15,NO_COUPON,7,0.0,3999.76,571.39,3999.76,0.0
2025-08-16,RING20,16,1571.89,7859.48,491.22,6287.59,20.0
2025-08-16,NO_COUPON,13,0.0,5869.65,451.51,5869.65,0.0
2025-08-16,HOLIDAY10,5,263.0,2629.81,525.96,2366.81,10.0
2025-08-17,HOLIDAY10,12,495.0,4949.69,412.47,4454.69,10.0
2025-08-17,NO_COUPON,10,0.0,4119.71,411.97,4119.71,0.0
2025-08-17,RING20,6,731.97,3659.79,609.96,2927.82,20.0
2025-08-18,HOLIDAY10,14,683.0,6829.61,487.83,6146.61,10.0
2025-08-18,NO_COUPON,11,0.0,6679.6,607.24,6679.6,0.0
2025-08-18,RING20,10,1039.94,5199.68,519.97,4159.74,20.0
2025-08-19,HOLIDAY10,16,913.99,9139.45,571.22,8225.46,10.0
2025-08-19,RING20,9,911.93,4559.73,506.64,3647.8,20.0
2025-08-19,NO_COUPON,6,0.0,2519.86,419.98,2519.86,0.0
2025-08-20,NO_COUPON,12,0.0,7489.59,624.13,7489.59,0.0
2025-08-20,RING20,7,451.98,2259.84,322.83,1807.86,20.0
2025-08-20,HOLIDAY10,6,339.99,3399.79,566.63,3059.8,10.0
2025-08-21,HOLIDAY10,16,907.97,9079.41,567.46,8171.44,10.0
2025-08-21,NO_COUPON,10,0.0,3679.75,367.98,3679.75,0.0
2025-08-21,RING20,7,511.98,2559.86,365.69,2047.88,20.0
2025-08-22,RING20,18,1617.9,8089.49,449.42,6471.59,20.0
2025-08-22,NO_COUPON,12,0.0,7249.63,604.14,7249.63,0.0
2025-08-22,HOLIDAY10,8,366.0,3659.79,457.47,3293.79,10.0
2025-08-23,HOLIDAY10,12,530.0,5299.64,441.64,4769.64,10.0
2025-08-23,RING20,10,893.95,4469.72,446.97,3575.77,20.0
2025-08-23,NO_COUPON,8,0.0,3049.84,381.23,3049.84,0.0
2025-08-24,HOLIDAY10,12,573.99,5739.66,478.3,5165.67,10.0
2025-08-24,RING20,12,1279.94,6399.62,533.3,5119.68,20.0
2025-08-24,NO_COUPON,9,0.0,4049.77,449.97,4049.77,0.0
2025-08-25,RING20,17,1641.91,8209.51,482.91,6567.6,20.0
2025-08-25,HOLIDAY10,9,460.99,4609.69,512.19,4148.7,10.0
2025-08-25,NO_COUPON,7,0.0,3769.81,538.54,3769.81,0.0
2025-08-26,NO_COUPON,11,0.0,6539.64,594.51,6539.64,0.0
2025-08-26,RING20,11,1329.93,6649.63,604.51,5319.7,20.0
2025-08-26,HOLIDAY10,7,404.0,4039.74,577.11,3635.74,10.0
2025-08-27,RING20,16,1905.89,9529.45,595.59,7623.56,20.0
2025-08-27,NO_COUPON,10,0.0,4919.72,491.97,4919.72,0.0
2025-08-27,HOLIDAY10,4,122.0,1219.93,304.98,1097.93,10.0
2025-08-28,NO_COUPON,13,0.0,5999.63,461.51,5999.63,0.0
2025-08-28,HOLIDAY10,10,425.0,4249.75,424.98,3824.75,10.0
2025-08-28,RING20,7,895.95,4479.75,639.96,3583.8,20.0
2025-08-29,HOLIDAY10,13,431.0,4309.69,331.51,3878.69,10.0
2025-08-29,RING20,12,1293.94,6469.61,539.13,5175.67,20.0
2025-08-29,NO_COUPON,9,0.0,3749.77,416.64,3749.77,0.0
2025-08-30,NO_COUPON,12,0.0,6649.61,554.13,6649.61,0.0
2025-08-30,HOLIDAY10,9,576.0,5759.7,639.97,5183.7,10.0
2025-08-30,RING20,8,975.94,4879.74,609.97,3903.8,20.0
2025-08-31,NO_COUPON,16,0.0,7219.51,451.22,7219.51,0.0
2025-08-31,RING20,12,1407.92,7039.59,586.63,5631.67,20.0
2025-08-31,HOLIDAY10,10,456.0,4559.73,455.97,4103.73,10.0
2025-09-01,RING20,14,1579.92,7899.55,564.25,6319.63,20.0
